0.471,17.778
0.487,17.089
0.416,17.780
0.463,16.091
0.495,17.125
0.510,17.639
0.607,16.261
0.671,16.655
0.005,16.646
0.054,16.891
0.181,16.877
0.434,17.788
0.436,18.265
0.450,17.641
0.452,17.655
0.530,18.280
0.784,16.593
0.800,16.654
0.831,16.907
0.834,17.042
0.847,16.896
0.849,16.942
0.912,17.012
0.068,17.605
0.099,17.447
0.114,17.717
0.145,17.046
0.319,18.461
0.335,18.252
0.366,18.514
0.460,18.054
0.568,16.849
0.601,17.406
