NAME,DATE,MAG,MAGERR,FILTER,TRANS,MTYPE,CNAME,CMAG,KNAME,KMAG,AIRMASS,GROUP,CHART,NOTES
V1432 AQL,2457673.5458391202,15.552,0.045,CV,NO,STD,120,12.513,150,15.632,1.703,NA,APASS,na
V1432 AQL,2457673.5459317132,15.573,0.042,CV,NO,STD,120,12.441,150,15.564,1.703,NA,APASS,na
V1432 AQL,2457673.5460358798,15.472,0.036,CV,NO,STD,120,12.423,150,15.519,1.703,NA,APASS,na
V1432 AQL,2457673.5461284723,15.604,0.045,CV,NO,STD,120,12.472,150,15.578,1.704,NA,APASS,na
V1432 AQL,2457673.5462442129,15.554,0.041,CV,NO,STD,120,12.439,150,15.558,1.704,NA,APASS,na
V1432 AQL,2457673.5463368054,15.599,0.041,CV,NO,STD,120,12.413,150,15.528,1.705,NA,APASS,na
V1432 AQL,2457673.5464409720,15.631,0.046,CV,NO,STD,120,12.457,150,15.549,1.705,NA,APASS,na
V1432 AQL,2457673.5465335650,15.390,0.035,CV,NO,STD,120,12.499,150,15.573,1.705,NA,APASS,na
V1432 AQL,2457673.5466377316,15.316,0.035,CV,NO,STD,120,12.470,150,15.578,1.706,NA,APASS,na
V1432 AQL,2457673.5467418982,15.421,0.035,CV,NO,STD,120,12.484,150,15.605,1.706,NA,APASS,na
V1432 AQL,2457673.5468344907,15.448,0.039,CV,NO,STD,120,12.497,150,15.534,1.706,NA,APASS,na
V1432 AQL,2457673.5469502313,15.460,0.039,CV,NO,STD,120,12.479,150,15.540,1.707,NA,APASS,na
V1432 AQL,2457673.5470428239,15.464,0.041,CV,NO,STD,120,12.468,150,15.547,1.707,NA,APASS,na
V1432 AQL,2457673.5471354169,15.513,0.041,CV,NO,STD,120,12.507,150,15.657,1.708,NA,APASS,na
V1432 AQL,2457673.5472280094,15.518,0.039,CV,NO,STD,120,12.457,150,15.556,1.708,NA,APASS,na
V1432 AQL,2457673.5473437500,15.407,0.035,CV,NO,STD,120,12.441,150,15.495,1.708,NA,APASS,na
V1432 AQL,2457673.5474363426,15.377,0.036,CV,NO,STD,120,12.469,150,15.562,1.709,NA,APASS,na
V1432 AQL,2457673.5475520832,15.460,0.037,CV,NO,STD,120,12.401,150,15.462,1.709,NA,APASS,na
V1432 AQL,2457673.5476446757,15.425,0.036,CV,NO,STD,120,12.440,150,15.523,1.710,NA,APASS,na
V1432 AQL,2457673.5477488427,15.297,0.034,CV,NO,STD,120,12.477,150,15.545,1.710,NA,APASS,na
V1432 AQL,2457673.5478530093,15.342,0.036,CV,NO,STD,120,12.477,150,15.558,1.710,NA,APASS,na
V1432 AQL,2457673.5479687499,15.349,0.036,CV,NO,STD,120,12.445,150,15.609,1.711,NA,APASS,na
V1432 AQL,2457673.5480729165,15.363,0.036,CV,NO,STD,120,12.459,150,15.539,1.711,NA,APASS,na
V1432 AQL,2457673.5481770835,15.395,0.033,CV,NO,STD,120,12.437,150,15.499,1.712,NA,APASS,na
V1432 AQL,2457673.5482812501,15.431,0.038,CV,NO,STD,120,12.514,150,15.602,1.712,NA,APASS,na
V1432 AQL,2457673.5483854166,15.429,0.040,CV,NO,STD,120,12.531,150,15.625,1.713,NA,APASS,na
V1432 AQL,2457673.5485011572,15.315,0.034,CV,NO,STD,120,12.478,150,15.589,1.713,NA,APASS,na
V1432 AQL,2457673.5485937502,15.240,0.037,CV,NO,STD,120,12.601,150,15.663,1.713,NA,APASS,na
V1432 AQL,2457673.5486979168,15.367,0.036,CV,NO,STD,120,12.487,150,15.548,1.714,NA,APASS,na
V1432 AQL,2457673.5487905093,15.233,0.033,CV,NO,STD,120,12.524,150,15.593,1.714,NA,APASS,na
V1432 AQL,2457673.5488831019,15.260,0.035,CV,NO,STD,120,12.505,150,15.666,1.715,NA,APASS,na
V1432 AQL,2457673.5489872685,15.288,0.035,CV,NO,STD,120,12.523,150,15.603,1.715,NA,APASS,na
V1432 AQL,2457673.5490798610,15.437,0.041,CV,NO,STD,120,12.518,150,15.597,1.715,NA,APASS,na
V1432 AQL,2457673.5491840276,15.509,0.042,CV,NO,STD,120,12.469,150,15.570,1.716,NA,APASS,na
V1432 AQL,2457673.5492881946,15.361,0.036,CV,NO,STD,120,12.501,150,15.565,1.716,NA,APASS,na
V1432 AQL,2457673.5493807872,15.296,0.033,CV,NO,STD,120,12.458,150,15.553,1.717,NA,APASS,na
V1432 AQL,2457673.5494965278,15.276,0.037,CV,NO,STD,120,12.614,150,15.693,1.717,NA,APASS,na
V1432 AQL,2457673.5495891203,15.349,0.037,CV,NO,STD,120,12.509,150,15.583,1.717,NA,APASS,na
V1432 AQL,2457673.5496932869,15.450,0.043,CV,NO,STD,120,12.574,150,15.648,1.718,NA,APASS,na
V1432 AQL,2457673.5497974539,15.381,0.039,CV,NO,STD,120,12.551,150,15.500,1.718,NA,APASS,na
V1432 AQL,2457673.5499016205,15.406,0.037,CV,NO,STD,120,12.483,150,15.608,1.719,NA,APASS,na
V1432 AQL,2457673.5499942130,15.413,0.042,CV,NO,STD,120,12.562,150,15.685,1.719,NA,APASS,na
V1432 AQL,2457673.5500868056,15.498,0.041,CV,NO,STD,120,12.511,150,15.609,1.719,NA,APASS,na
V1432 AQL,2457673.5502025462,15.423,0.039,CV,NO,STD,120,12.480,150,15.583,1.720,NA,APASS,na
V1432 AQL,2457673.5503067127,15.389,0.039,CV,NO,STD,120,12.498,150,15.552,1.720,NA,APASS,na
V1432 AQL,2457673.5503993058,15.442,0.040,CV,NO,STD,120,12.542,150,15.628,1.721,NA,APASS,na
V1432 AQL,2457673.5504918983,15.339,0.034,CV,NO,STD,120,12.453,150,15.524,1.721,NA,APASS,na
V1432 AQL,2457673.5505960649,15.365,0.036,CV,NO,STD,120,12.463,150,15.563,1.722,NA,APASS,na
V1432 AQL,2457673.5507002315,15.341,0.034,CV,NO,STD,120,12.508,150,15.557,1.722,NA,APASS,na
V1432 AQL,2457673.5508043980,15.450,0.037,CV,NO,STD,120,12.451,150,15.535,1.722,NA,APASS,na
V1432 AQL,2457673.5508969906,15.390,0.037,CV,NO,STD,120,12.481,150,15.634,1.723,NA,APASS,na
V1432 AQL,2457673.5510011576,15.367,0.037,CV,NO,STD,120,12.519,150,15.541,1.723,NA,APASS,na
V1432 AQL,2457673.5510937502,15.418,0.038,CV,NO,STD,120,12.494,150,15.550,1.724,NA,APASS,na
V1432 AQL,2457673.5511979167,15.424,0.040,CV,NO,STD,120,12.524,150,15.650,1.724,NA,APASS,na
V1432 AQL,2457673.5513020833,15.387,0.034,CV,NO,STD,120,12.413,150,15.560,1.725,NA,APASS,na
V1432 AQL,2457673.5514178239,15.425,0.036,CV,NO,STD,120,12.399,150,15.519,1.725,NA,APASS,na
V1432 AQL,2457673.5515104169,15.368,0.034,CV,NO,STD,120,12.416,150,15.524,1.725,NA,APASS,na
V1432 AQL,2457673.5516145835,15.407,0.039,CV,NO,STD,120,12.549,150,15.622,1.726,NA,APASS,na
V1432 AQL,2457673.5517071760,15.386,0.038,CV,NO,STD,120,12.506,150,15.632,1.726,NA,APASS,na
V1432 AQL,2457673.5518229166,15.438,0.038,CV,NO,STD,120,12.463,150,15.580,1.727,NA,APASS,na
V1432 AQL,2457673.5519155092,15.407,0.039,CV,NO,STD,120,12.477,150,15.563,1.727,NA,APASS,na
V1432 AQL,2457673.5520196757,15.440,0.037,CV,NO,STD,120,12.450,150,15.527,1.728,NA,APASS,na
V1432 AQL,2457673.5521238428,15.560,0.041,CV,NO,STD,120,12.527,150,15.626,1.728,NA,APASS,na
V1432 AQL,2457673.5522164353,15.736,0.051,CV,NO,STD,120,12.499,150,15.610,1.729,NA,APASS,na
V1432 AQL,2457673.5523206019,15.626,0.047,CV,NO,STD,120,12.508,150,15.631,1.729,NA,APASS,na
V1432 AQL,2457673.5524247685,15.526,0.044,CV,NO,STD,120,12.513,150,15.644,1.729,NA,APASS,na
V1432 AQL,2457673.5525173610,15.489,0.043,CV,NO,STD,120,12.554,150,15.619,1.730,NA,APASS,na
V1432 AQL,2457673.5526215276,15.442,0.041,CV,NO,STD,120,12.549,150,15.663,1.730,NA,APASS,na
V1432 AQL,2457673.5527141206,15.413,0.039,CV,NO,STD,120,12.523,150,15.581,1.731,NA,APASS,na
V1432 AQL,2457673.5528298612,15.483,0.041,CV,NO,STD,120,12.498,150,15.610,1.731,NA,APASS,na
V1432 AQL,2457673.5529224537,15.535,0.044,CV,NO,STD,120,12.531,150,15.619,1.732,NA,APASS,na
V1432 AQL,2457673.5530150463,15.459,0.042,CV,NO,STD,120,12.564,150,15.624,1.732,NA,APASS,na
V1432 AQL,2457673.5531192129,15.565,0.043,CV,NO,STD,120,12.518,150,15.603,1.732,NA,APASS,na
V1432 AQL,2457673.5532233794,15.531,0.040,CV,NO,STD,120,12.482,150,15.532,1.733,NA,APASS,na
V1432 AQL,2457673.5533391205,15.382,0.038,CV,NO,STD,120,12.571,150,15.660,1.733,NA,APASS,na
V1432 AQL,2457673.5534432870,15.362,0.037,CV,NO,STD,120,12.518,150,15.576,1.734,NA,APASS,na
V1432 AQL,2457673.5535358796,15.506,0.040,CV,NO,STD,120,12.497,150,15.498,1.734,NA,APASS,na
V1432 AQL,2457673.5536284721,15.520,0.044,CV,NO,STD,120,12.548,150,15.616,1.735,NA,APASS,na
V1432 AQL,2457673.5537326387,15.531,0.044,CV,NO,STD,120,12.509,150,15.603,1.735,NA,APASS,na
V1432 AQL,2457673.5538368057,15.636,0.046,CV,NO,STD,120,12.463,150,15.544,1.736,NA,APASS,na
V1432 AQL,2457673.5539409723,15.440,0.041,CV,NO,STD,120,12.501,150,15.619,1.736,NA,APASS,na
V1432 AQL,2457673.5540451389,15.461,0.041,CV,NO,STD,120,12.528,150,15.607,1.737,NA,APASS,na
V1432 AQL,2457673.5541377314,15.469,0.041,CV,NO,STD,120,12.477,150,15.526,1.737,NA,APASS,na
V1432 AQL,2457673.5542303240,15.558,0.041,CV,NO,STD,120,12.490,150,15.544,1.738,NA,APASS,na
V1432 AQL,2457673.5543344906,15.651,0.049,CV,NO,STD,120,12.551,150,15.662,1.738,NA,APASS,na
V1432 AQL,2457673.5544270831,15.450,0.039,CV,NO,STD,120,12.526,150,15.657,1.738,NA,APASS,na
V1432 AQL,2457673.5545312501,15.488,0.045,CV,NO,STD,120,12.603,150,15.680,1.739,NA,APASS,na
V1432 AQL,2457673.5546354167,15.340,0.037,CV,NO,STD,120,12.515,150,15.561,1.739,NA,APASS,na
V1432 AQL,2457673.5547395833,15.447,0.040,CV,NO,STD,120,12.511,150,15.592,1.740,NA,APASS,na
V1432 AQL,2457673.5548437499,15.507,0.039,CV,NO,STD,120,12.447,150,15.592,1.740,NA,APASS,na
V1432 AQL,2457673.5549363424,15.338,0.040,CV,NO,STD,120,12.618,150,15.679,1.741,NA,APASS,na
V1432 AQL,2457673.5550405094,15.361,0.039,CV,NO,STD,120,12.525,150,15.568,1.741,NA,APASS,na
V1432 AQL,2457673.5551562500,15.295,0.035,CV,NO,STD,120,12.515,150,15.560,1.742,NA,APASS,na
V1432 AQL,2457673.5552488426,15.410,0.034,CV,NO,STD,120,12.448,150,15.527,1.742,NA,APASS,na
V1432 AQL,2457673.5553414351,15.567,0.042,CV,NO,STD,120,12.497,150,15.596,1.743,NA,APASS,na
V1432 AQL,2457673.5554456017,15.542,0.039,CV,NO,STD,120,12.491,150,15.569,1.743,NA,APASS,na
V1432 AQL,2457673.5555381943,15.520,0.046,CV,NO,STD,120,12.527,150,15.582,1.744,NA,APASS,na
V1432 AQL,2457673.5556423613,15.573,0.043,CV,NO,STD,120,12.507,150,15.600,1.744,NA,APASS,na
V1432 AQL,2457673.5557465279,15.526,0.042,CV,NO,STD,120,12.523,150,15.599,1.745,NA,APASS,na
V1432 AQL,2457673.5558506944,15.690,0.048,CV,NO,STD,120,12.468,150,15.609,1.745,NA,APASS,na
V1432 AQL,2457673.5559548610,15.467,0.039,CV,NO,STD,120,12.505,150,15.588,1.746,NA,APASS,na
V1432 AQL,2457673.5560474535,15.536,0.040,CV,NO,STD,120,12.494,150,15.551,1.746,NA,APASS,na
V1432 AQL,2457673.5561516206,15.624,0.044,CV,NO,STD,120,12.461,150,15.565,1.747,NA,APASS,na
V1432 AQL,2457673.5562442131,15.574,0.048,CV,NO,STD,120,12.563,150,15.638,1.747,NA,APASS,na
V1432 AQL,2457673.5563599537,15.464,0.044,CV,NO,STD,120,12.553,150,15.679,1.748,NA,APASS,na
V1432 AQL,2457673.5564641203,15.595,0.049,CV,NO,STD,120,12.593,150,15.646,1.748,NA,APASS,na
V1432 AQL,2457673.5565567128,15.484,0.040,CV,NO,STD,120,12.485,150,15.610,1.748,NA,APASS,na
V1432 AQL,2457673.5566608794,15.484,0.039,CV,NO,STD,120,12.464,150,15.498,1.749,NA,APASS,na
V1432 AQL,2457673.5567534724,15.557,0.040,CV,NO,STD,120,12.470,150,15.518,1.749,NA,APASS,na
V1432 AQL,2457673.5568692130,15.390,0.036,CV,NO,STD,120,12.485,150,15.577,1.750,NA,APASS,na
V1432 AQL,2457673.5569733796,15.577,0.043,CV,NO,STD,120,12.481,150,15.552,1.750,NA,APASS,na
V1432 AQL,2457673.5570659721,15.663,0.048,CV,NO,STD,120,12.489,150,15.574,1.751,NA,APASS,na
V1432 AQL,2457673.5571701387,15.532,0.042,CV,NO,STD,120,12.514,150,15.552,1.751,NA,APASS,na
V1432 AQL,2457673.5572627317,15.570,0.044,CV,NO,STD,120,12.520,150,15.596,1.752,NA,APASS,na
V1432 AQL,2457673.5573668983,15.544,0.042,CV,NO,STD,120,12.454,150,15.537,1.752,NA,APASS,na
V1432 AQL,2457673.5574594908,15.543,0.045,CV,NO,STD,120,12.520,150,15.578,1.753,NA,APASS,na
V1432 AQL,2457673.5575636574,15.626,0.052,CV,NO,STD,120,12.629,150,15.675,1.753,NA,APASS,na
V1432 AQL,2457673.5576678240,15.663,0.049,CV,NO,STD,120,12.490,150,15.594,1.754,NA,APASS,na
V1432 AQL,2457673.5577604165,15.716,0.050,CV,NO,STD,120,12.526,150,15.611,1.754,NA,APASS,na
V1432 AQL,2457673.5578645836,15.599,0.044,CV,NO,STD,120,12.558,150,15.648,1.755,NA,APASS,na
V1432 AQL,2457673.5579571761,15.734,0.048,CV,NO,STD,120,12.441,150,15.530,1.755,NA,APASS,na
V1432 AQL,2457673.5580613427,15.620,0.046,CV,NO,STD,120,12.454,150,15.502,1.756,NA,APASS,na
V1432 AQL,2457673.5581539352,15.565,0.040,CV,NO,STD,120,12.439,150,15.515,1.756,NA,APASS,na
V1432 AQL,2457673.5582696758,15.489,0.042,CV,NO,STD,120,12.457,150,15.519,1.757,NA,APASS,na
V1432 AQL,2457673.5583738424,15.452,0.038,CV,NO,STD,120,12.477,150,15.576,1.757,NA,APASS,na
V1432 AQL,2457673.5584780094,15.431,0.039,CV,NO,STD,120,12.497,150,15.618,1.758,NA,APASS,na
V1432 AQL,2457673.5585706020,15.514,0.039,CV,NO,STD,120,12.470,150,15.539,1.758,NA,APASS,na
V1432 AQL,2457673.5586863426,15.488,0.041,CV,NO,STD,120,12.515,150,15.615,1.759,NA,APASS,na
V1432 AQL,2457673.5587789351,15.570,0.046,CV,NO,STD,120,12.511,150,15.569,1.759,NA,APASS,na
V1432 AQL,2457673.5588831017,15.520,0.039,CV,NO,STD,120,12.438,150,15.493,1.760,NA,APASS,na
V1432 AQL,2457673.5589872687,15.740,0.050,CV,NO,STD,120,12.483,150,15.525,1.761,NA,APASS,na
V1432 AQL,2457673.5590798613,15.642,0.045,CV,NO,STD,120,12.503,150,15.600,1.761,NA,APASS,na
V1432 AQL,2457673.5591956018,15.662,0.046,CV,NO,STD,120,12.482,150,15.549,1.762,NA,APASS,na
V1432 AQL,2457673.5592881944,15.592,0.046,CV,NO,STD,120,12.507,150,15.615,1.762,NA,APASS,na
V1432 AQL,2457673.5593923610,15.628,0.049,CV,NO,STD,120,12.496,150,15.591,1.763,NA,APASS,na
V1432 AQL,2457673.5594965280,15.643,0.048,CV,NO,STD,120,12.518,150,15.642,1.763,NA,APASS,na
V1432 AQL,2457673.5595891206,15.886,0.060,CV,NO,STD,120,12.509,150,15.598,1.764,NA,APASS,na
V1432 AQL,2457673.5596932871,15.869,0.056,CV,NO,STD,120,12.485,150,15.589,1.764,NA,APASS,na
V1432 AQL,2457673.5597974537,15.811,0.057,CV,NO,STD,120,12.515,150,15.645,1.765,NA,APASS,na
V1432 AQL,2457673.5599016203,15.975,0.069,CV,NO,STD,120,12.557,150,15.622,1.765,NA,APASS,na
V1432 AQL,2457673.5599942128,15.822,0.055,CV,NO,STD,120,12.477,150,15.607,1.766,NA,APASS,na
V1432 AQL,2457673.5600983799,15.914,0.055,CV,NO,STD,120,12.446,150,15.512,1.766,NA,APASS,na
V1432 AQL,2457673.5601909724,15.942,0.059,CV,NO,STD,120,12.441,150,15.527,1.767,NA,APASS,na
V1432 AQL,2457673.5602835650,15.844,0.055,CV,NO,STD,120,12.472,150,15.594,1.767,NA,APASS,na
V1432 AQL,2457673.5603877315,15.798,0.051,CV,NO,STD,120,12.469,150,15.610,1.768,NA,APASS,na
V1432 AQL,2457673.5604918981,15.807,0.055,CV,NO,STD,120,12.514,150,15.626,1.768,NA,APASS,na
V1432 AQL,2457673.5605960647,15.733,0.053,CV,NO,STD,120,12.522,150,15.616,1.769,NA,APASS,na
V1432 AQL,2457673.5607002317,15.756,0.051,CV,NO,STD,120,12.491,150,15.610,1.769,NA,APASS,na
V1432 AQL,2457673.5608043983,15.742,0.051,CV,NO,STD,120,12.509,150,15.596,1.770,NA,APASS,na
V1432 AQL,2457673.5609201388,15.761,0.056,CV,NO,STD,120,12.517,150,15.571,1.771,NA,APASS,na
V1432 AQL,2457673.5610243054,15.761,0.054,CV,NO,STD,120,12.492,150,15.539,1.771,NA,APASS,na
V1432 AQL,2457673.5611168980,15.852,0.059,CV,NO,STD,120,12.543,150,15.667,1.772,NA,APASS,na
V1432 AQL,2457673.5612210650,15.744,0.048,CV,NO,STD,120,12.456,150,15.531,1.772,NA,APASS,na
V1432 AQL,2457673.5613136576,15.874,0.060,CV,NO,STD,120,12.540,150,15.620,1.773,NA,APASS,na
V1432 AQL,2457673.5614293981,15.637,0.049,CV,NO,STD,120,12.586,150,15.675,1.773,NA,APASS,na
V1432 AQL,2457673.5615335647,15.723,0.051,CV,NO,STD,120,12.525,150,15.530,1.774,NA,APASS,na
V1432 AQL,2457673.5616377313,15.741,0.053,CV,NO,STD,120,12.533,150,15.644,1.774,NA,APASS,na
V1432 AQL,2457673.5617303243,15.740,0.053,CV,NO,STD,120,12.561,150,15.616,1.775,NA,APASS,na
V1432 AQL,2457673.5618229168,15.847,0.058,CV,NO,STD,120,12.563,150,15.616,1.775,NA,APASS,na
V1432 AQL,2457673.5619270834,15.833,0.059,CV,NO,STD,120,12.562,150,15.666,1.776,NA,APASS,na
V1432 AQL,2457673.5620312500,15.835,0.059,CV,NO,STD,120,12.571,150,15.672,1.777,NA,APASS,na
V1432 AQL,2457673.5621238425,15.786,0.055,CV,NO,STD,120,12.500,150,15.605,1.777,NA,APASS,na
V1432 AQL,2457673.5622395831,15.809,0.056,CV,NO,STD,120,12.536,150,15.614,1.778,NA,APASS,na
V1432 AQL,2457673.5623437501,15.866,0.053,CV,NO,STD,120,12.413,150,15.510,1.778,NA,APASS,na
V1432 AQL,2457673.5624363427,15.821,0.052,CV,NO,STD,120,12.398,150,15.490,1.779,NA,APASS,na
V1432 AQL,2457673.5625405093,15.900,0.054,CV,NO,STD,120,12.370,150,15.532,1.779,NA,APASS,na
V1432 AQL,2457673.5626446758,15.872,0.050,CV,NO,STD,120,12.395,150,15.512,1.780,NA,APASS,na
V1432 AQL,2457673.5627488424,15.918,0.051,CV,NO,STD,120,12.440,150,15.532,1.780,NA,APASS,na
V1432 AQL,2457673.5628414350,15.823,0.051,CV,NO,STD,120,12.439,150,15.549,1.781,NA,APASS,na
V1432 AQL,2457673.5629340280,15.854,0.051,CV,NO,STD,120,12.410,150,15.515,1.781,NA,APASS,na
V1432 AQL,2457673.5630497686,15.968,0.056,CV,NO,STD,120,12.405,150,15.502,1.782,NA,APASS,na
V1432 AQL,2457673.5631539351,15.921,0.056,CV,NO,STD,120,12.449,150,15.591,1.783,NA,APASS,na
V1432 AQL,2457673.5632581017,15.912,0.054,CV,NO,STD,120,12.434,150,15.515,1.783,NA,APASS,na
V1432 AQL,2457673.5633622687,16.083,0.065,CV,NO,STD,120,12.434,150,15.554,1.784,NA,APASS,na
V1432 AQL,2457673.5634548613,15.961,0.056,CV,NO,STD,120,12.411,150,15.513,1.784,NA,APASS,na
V1432 AQL,2457673.5635706019,16.027,0.062,CV,NO,STD,120,12.448,150,15.574,1.785,NA,APASS,na
V1432 AQL,2457673.5636747684,16.060,0.060,CV,NO,STD,120,12.405,150,15.500,1.786,NA,APASS,na
V1432 AQL,2457673.5637673610,15.989,0.058,CV,NO,STD,120,12.398,150,15.566,1.786,NA,APASS,na
V1432 AQL,2457673.5638715276,15.849,0.051,CV,NO,STD,120,12.379,150,15.481,1.787,NA,APASS,na
V1432 AQL,2457673.5639872686,15.874,0.055,CV,NO,STD,120,12.457,150,15.582,1.787,NA,APASS,na
V1432 AQL,2457673.5640914352,15.739,0.045,CV,NO,STD,120,12.391,150,15.485,1.788,NA,APASS,na
V1432 AQL,2457673.5641956017,15.778,0.051,CV,NO,STD,120,12.480,150,15.566,1.789,NA,APASS,na
V1432 AQL,2457673.5642881943,15.758,0.050,CV,NO,STD,120,12.419,150,15.491,1.789,NA,APASS,na
V1432 AQL,2457673.5643923613,15.897,0.055,CV,NO,STD,120,12.435,150,15.551,1.790,NA,APASS,na
V1432 AQL,2457673.5644965279,15.822,0.050,CV,NO,STD,120,12.476,150,15.590,1.790,NA,APASS,na
V1432 AQL,2457673.5646006945,15.794,0.050,CV,NO,STD,120,12.397,150,15.511,1.791,NA,APASS,na
V1432 AQL,2457673.5647164350,15.750,0.047,CV,NO,STD,120,12.383,150,15.473,1.792,NA,APASS,na
V1432 AQL,2457673.5648090276,15.879,0.054,CV,NO,STD,120,12.427,150,15.548,1.792,NA,APASS,na
V1432 AQL,2457673.5649131946,15.902,0.055,CV,NO,STD,120,12.473,150,15.529,1.793,NA,APASS,na
V1432 AQL,2457673.5650289352,15.892,0.054,CV,NO,STD,120,12.407,150,15.516,1.793,NA,APASS,na
V1432 AQL,2457673.5651331018,15.864,0.051,CV,NO,STD,120,12.382,150,15.486,1.794,NA,APASS,na
V1432 AQL,2457673.5652372683,15.942,0.056,CV,NO,STD,120,12.412,150,15.489,1.795,NA,APASS,na
V1432 AQL,2457673.5653414354,15.994,0.062,CV,NO,STD,120,12.441,150,15.580,1.795,NA,APASS,na
V1432 AQL,2457673.5654340279,15.944,0.057,CV,NO,STD,120,12.442,150,15.523,1.796,NA,APASS,na
V1432 AQL,2457673.5655381945,15.915,0.055,CV,NO,STD,120,12.391,150,15.482,1.796,NA,APASS,na
V1432 AQL,2457673.5656423611,15.900,0.054,CV,NO,STD,120,12.436,150,15.530,1.797,NA,APASS,na
V1432 AQL,2457673.5657465276,16.013,0.065,CV,NO,STD,120,12.468,150,15.539,1.798,NA,APASS,na
V1432 AQL,2457673.5658391202,15.899,0.052,CV,NO,STD,120,12.395,150,15.517,1.798,NA,APASS,na
V1432 AQL,2457673.5659548612,15.822,0.049,CV,NO,STD,120,12.410,150,15.540,1.799,NA,APASS,na
V1432 AQL,2457673.5660590278,15.886,0.049,CV,NO,STD,120,12.397,150,15.519,1.799,NA,APASS,na
V1432 AQL,2457673.5661631944,15.997,0.061,CV,NO,STD,120,12.419,150,15.477,1.800,NA,APASS,na
V1432 AQL,2457673.5662557869,16.035,0.060,CV,NO,STD,120,12.405,150,15.506,1.801,NA,APASS,na
V1432 AQL,2457673.5663599535,15.941,0.053,CV,NO,STD,120,12.394,150,15.436,1.801,NA,APASS,na
V1432 AQL,2457673.5664641205,16.045,0.058,CV,NO,STD,120,12.398,150,15.490,1.802,NA,APASS,na
V1432 AQL,2457673.5665682871,16.017,0.058,CV,NO,STD,120,12.419,150,15.479,1.802,NA,APASS,na
V1432 AQL,2457673.5666724537,16.050,0.063,CV,NO,STD,120,12.417,150,15.496,1.803,NA,APASS,na
V1432 AQL,2457673.5667650462,16.046,0.062,CV,NO,STD,120,12.449,150,15.568,1.804,NA,APASS,na
V1432 AQL,2457673.5668692128,15.983,0.058,CV,NO,STD,120,12.457,150,15.454,1.804,NA,APASS,na
V1432 AQL,2457673.5669618053,15.993,0.056,CV,NO,STD,120,12.423,150,15.501,1.805,NA,APASS,na
V1432 AQL,2457673.5670659724,15.945,0.061,CV,NO,STD,120,12.458,150,15.538,1.805,NA,APASS,na
V1432 AQL,2457673.5671701389,16.055,0.065,CV,NO,STD,120,12.433,150,15.481,1.806,NA,APASS,na
V1432 AQL,2457673.5672743055,15.995,0.061,CV,NO,STD,120,12.465,150,15.577,1.807,NA,APASS,na
V1432 AQL,2457673.5673668981,16.022,0.068,CV,NO,STD,120,12.443,150,15.557,1.807,NA,APASS,na
V1432 AQL,2457673.5674826391,16.049,0.062,CV,NO,STD,120,12.408,150,15.550,1.808,NA,APASS,na
V1432 AQL,2457673.5675752317,16.068,0.063,CV,NO,STD,120,12.442,150,15.591,1.809,NA,APASS,na
V1432 AQL,2457673.5676793982,16.008,0.057,CV,NO,STD,120,12.390,150,15.523,1.809,NA,APASS,na
V1432 AQL,2457673.5677835648,16.082,0.068,CV,NO,STD,120,12.472,150,15.565,1.810,NA,APASS,na
V1432 AQL,2457673.5678877314,16.013,0.058,CV,NO,STD,120,12.443,150,15.568,1.811,NA,APASS,na
V1432 AQL,2457673.5679803239,16.160,0.069,CV,NO,STD,120,12.441,150,15.525,1.811,NA,APASS,na
V1432 AQL,2457673.5680960650,16.158,0.068,CV,NO,STD,120,12.413,150,15.493,1.812,NA,APASS,na
V1432 AQL,2457673.5682002315,16.059,0.071,CV,NO,STD,120,12.527,150,15.650,1.812,NA,APASS,na
V1432 AQL,2457673.5682928241,16.163,0.078,CV,NO,STD,120,12.486,150,15.623,1.813,NA,APASS,na
V1432 AQL,2457673.5683969907,16.039,0.062,CV,NO,STD,120,12.451,150,15.553,1.814,NA,APASS,na
V1432 AQL,2457673.5684895832,16.069,0.064,CV,NO,STD,120,12.419,150,15.501,1.814,NA,APASS,na
V1432 AQL,2457673.5685937498,16.108,0.064,CV,NO,STD,120,12.418,150,15.540,1.815,NA,APASS,na
V1432 AQL,2457673.5686863428,16.104,0.065,CV,NO,STD,120,12.445,150,15.559,1.815,NA,APASS,na
V1432 AQL,2457673.5687905094,16.129,0.068,CV,NO,STD,120,12.483,150,15.672,1.816,NA,APASS,na
V1432 AQL,2457673.5688946759,15.991,0.065,CV,NO,STD,120,12.484,150,15.619,1.817,NA,APASS,na
V1432 AQL,2457673.5689988425,16.018,0.065,CV,NO,STD,120,12.494,150,15.572,1.817,NA,APASS,na
V1432 AQL,2457673.5691030091,15.971,0.058,CV,NO,STD,120,12.437,150,15.566,1.818,NA,APASS,na
V1432 AQL,2457673.5691956021,16.065,0.064,CV,NO,STD,120,12.496,150,15.565,1.819,NA,APASS,na
V1432 AQL,2457673.5692997687,16.005,0.062,CV,NO,STD,120,12.481,150,15.620,1.819,NA,APASS,na
V1432 AQL,2457673.5694039352,16.147,0.073,CV,NO,STD,120,12.483,150,15.597,1.820,NA,APASS,na
V1432 AQL,2457673.5694965278,16.137,0.071,CV,NO,STD,120,12.473,150,15.644,1.821,NA,APASS,na
V1432 AQL,2457673.5696006943,16.090,0.064,CV,NO,STD,120,12.476,150,15.569,1.821,NA,APASS,na
V1432 AQL,2457673.5697164354,16.195,0.080,CV,NO,STD,120,12.563,150,15.641,1.822,NA,APASS,na
